TimeDeltaIndex,Time_s,COP,P_elec_kW,P_cond_kW,T_cond_in_degC,T_cond_out_degC,T_eva_in_degC,T_eva_out_degC,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
1224600,1224602.5,1.61,1296.49,2092.37,50,80.42,12.86,10.84,-5.5,3594.18,85.25,50,0
1225200,1225202.5,1.63,1309.51,2130.3,50,80.48,12.86,10.84,-5.55,3652.31,85.28,50,0
1225800,1225802.5,1.64,1322.45,2168.24,50,80.55,12.86,10.84,-5.6,3710.45,85.3,50,0
1226400,1226402.5,1.65,1335.3,2206.17,50,80.62,12.86,10.84,-5.65,3768.59,85.33,50,0
1227000,1227002.5,1.66,1348.08,2244.11,50,80.68,12.86,10.84,-5.7,3826.72,85.35,50,0
1227600,1227601.25,1.68,1360.95,2282.59,50,80.75,12.86,10.84,-5.78,3913.81,85.39,50,0
1228200,1228202.5,1.69,1375.31,2326.02,50,80.82,12.86,10.84,-5.8,3943.05,85.4,50,0
1228800,1228802.5,1.71,1389.73,2369.96,50,80.88,12.86,10.84,-5.83,4012.89,85.42,50,0
1229400,1229402.5,1.72,1404.06,2413.91,50,80.95,12.86,10.84,-5.87,4082.74,85.43,50,0
1230000,1230002.5,1.73,1418.3,2457.86,50,81.02,12.86,10.84,-5.9,4152.58,85.45,50,0
1230600,1230602.5,1.75,1432.45,2501.81,50,81.08,12.86,10.84,-5.93,4222.43,85.47,50,0
1231200,1231201.25,1.76,1451.16,2561.08,50,81.15,12.86,10.84,-5.98,4327.05,85.49,50,0
1231800,1231802.5,1.78,1467.1,2612.38,50,81.19,12.86,10.83,-6,4362.28,85.5,50,0
1232400,1232402.5,1.8,1487.5,2679,50,81.23,12.86,10.83,-6.03,4470.69,85.52,49.73,0
1233000,1233002.5,1.82,1507.7,2745.61,50,81.28,12.86,10.83,-6.07,4579.1,85.53,49.47,0
1233600,1233602.5,1.84,1527.71,2812.23,50,81.32,12.86,10.83,-6.1,4687.52,85.55,49.2,0
1234200,1234202.5,1.86,1547.55,2878.84,50,81.36,12.86,10.83,-6.13,4795.93,85.57,48.94,0
1234800,1234801.25,1.88,1567.3,2945.77,50,81.4,12.86,10.83,-6.18,4958.33,85.59,48.54,0
1235400,1235402.5,1.89,1579.83,2987.73,50,81.45,12.86,10.84,-6.2,5012.54,85.6,48.4,0
1236000,1236002.5,1.9,1592.42,3030.07,50,81.5,12.86,10.84,-6.23,5069.82,85.62,47.99,0
1236600,1236602.5,1.91,1604.94,3072.41,50,81.55,12.86,10.84,-6.27,5127.1,85.63,47.58,0
1237200,1237202.5,1.93,1617.41,3114.76,50,81.6,12.86,10.84,-6.3,5184.38,85.65,47.17,0
1237800,1238101.25,1.94,1638.16,3186.06,50,81.67,12.86,10.84,-6.35,5270.3,85.68,46.55,0
1238400,1238402.5,1.95,1642.05,3199.01,50,81.7,12.86,10.84,-6.4,5355.98,85.7,45.93,0
1239000,1239002.5,1.94,1637.78,3183.69,50,81.7,12.86,10.86,-6.4,5355.79,85.7,45.93,0
1239600,1239602.5,1.94,1633.49,3168.36,50,81.7,12.86,10.86,-6.38,5309.79,85.69,46.27,0
1240200,1240202.5,1.94,1629.19,3153.03,50,81.7,12.86,10.86,-6.37,5263.8,85.68,46.6,0
1240800,1240802.5,1.93,1624.89,3137.69,50,81.7,12.86,10.86,-6.35,5217.8,85.67,46.94,0
1241400,1241701.25,1.92,1618.48,3114.92,50,81.7,12.86,10.86,-6.32,5148.81,85.66,47.45,0
1242000,1242002.5,1.92,1616.08,3106.41,50,81.7,12.86,10.86,-6.3,5080,85.65,47.95,0
1242600,1242602.5,1.92,1605.62,3075.13,50,81.54,12.86,10.87,-6.3,5079.74,85.65,47.95,0
1243200,1243202.5,1.91,1595.14,3043.84,50,81.38,12.86,10.87,-6.13,5015.35,85.57,48.29,0
1243800,1243802.5,1.9,1584.65,3012.55,50,81.22,12.86,10.87,-5.97,4950.96,85.48,48.63,0
1244400,1244402.5,1.89,1574.13,2981.27,50,81.07,12.86,10.87,-5.8,4886.56,85.4,48.98,0
1245000,1245301.25,1.87,1548.44,2900.11,50,80.83,12.86,10.87,-5.55,4789.98,85.27,49.49,0
1245600,1245602.5,1.88,1552.99,2918.58,50,80.75,12.86,10.87,-5.3,4693.66,85.15,50,0
1246200,1246202.5,1.87,1540.3,2880.56,50,80.57,12.86,10.87,-5.3,4693.37,85.15,50,0
1246800,1246802.5,1.86,1527.56,2842.51,50,80.4,12.86,10.87,-5.13,4624.78,85.07,50,0
1247400,1247402.5,1.85,1514.79,2804.46,50,80.22,12.86,10.87,-4.97,4556.19,84.98,50,0
1248000,1248002.5,1.84,1501.98,2766.41,50,80.05,12.86,10.87,-4.8,4487.59,84.9,50,0
1248600,1248901.25,1.83,1481.68,2705.93,50,79.79,12.86,10.87,-4.55,4384.7,84.77,50,0
1249200,1249202.5,1.82,1476.28,2690.46,50,79.7,12.86,10.87,-4.3,4282.09,84.65,50,0
1249800,1249802.5,1.82,1467.28,2664.86,50,79.55,12.86,10.87,-4.3,4281.92,84.65,50,0
1250400,1250402.5,1.81,1458.26,2639.27,50,79.4,12.86,10.87,-4.17,4240.3,84.58,50,0
1251000,1251002.5,1.8,1449.22,2613.67,50,79.25,12.86,10.87,-4.03,4198.67,84.52,50,0
1251600,1251602.5,1.8,1440.17,2588.08,50,79.1,12.86,10.87,-3.9,4157.05,84.45,50,0
1252200,1252501.25,1.78,1423.66,2540.06,50,78.88,12.86,10.87,-3.7,4094.62,84.35,50,0
1252800,1252802.5,1.78,1422.07,2537.09,50,78.8,12.86,10.87,-3.5,4032.36,84.25,50,0
1253400,1253402.5,1.77,1411.49,2504.57,50,78.72,12.86,10.87,-3.5,4032.14,84.25,50,0
1254000,1254002.5,1.76,1400.88,2472.05,50,78.63,12.86,10.87,-3.37,3979.08,84.18,50,0
1254600,1254602.5,1.75,1390.21,2439.53,50,78.55,12.86,10.87,-3.23,3926.02,84.12,50,0
1255200,1255202.5,1.74,1379.51,2407,50,78.47,12.86,10.87,-3.1,3872.96,84.05,50,0
1255800,1256101.25,1.73,1359.17,2344.72,50,78.34,12.86,10.87,-2.9,3793.37,83.95,50,0
1256400,1256402.5,1.72,1358.08,2342.36,50,78.3,12.86,10.87,-2.7,3714.01,83.85,50,0
1257000,1257002.5,1.72,1357.17,2339.41,50,78.3,12.86,10.86,-2.7,3714,83.85,50,0
1257600,1257602.5,1.72,1356.25,2336.45,50,78.3,12.86,10.86,-2.63,3712.07,83.82,50,0
1258200,1258202.5,1.72,1355.33,2333.49,50,78.3,12.86,10.86,-2.57,3710.14,83.78,50,0
1258800,1258802.5,1.72,1354.42,2330.53,50,78.3,12.86,10.86,-2.5,3708.22,83.75,50,0
1259400,1259402.5,1.72,1353.5,2327.58,50,78.3,12.86,10.86,-2.43,3706.29,83.72,50,0
1260000,1260001.25,1.72,1352.62,2324.75,50,78.3,12.86,10.86,-2.33,3703.4,83.67,50,0
1260600,1260602.5,1.72,1353.35,2325.65,50,78.35,12.86,10.86,-2.3,3702.45,83.65,50,0
1261200,1261202.5,1.72,1354.06,2326.49,50,78.4,12.86,10.86,-2.28,3704.92,83.64,50,0
1261800,1261802.5,1.72,1354.77,2327.33,50,78.45,12.86,10.86,-2.27,3707.39,83.63,50,0
1262400,1262402.5,1.72,1355.48,2328.18,50,78.5,12.86,10.86,-2.25,3709.86,83.62,50,0
1263000,1263002.5,1.72,1356.19,2329.02,50,78.55,12.86,10.86,-2.23,3712.33,83.62,50,0
1263600,1263601.25,1.72,1363.73,2351.92,50,78.6,12.86,10.86,-2.21,3716.03,83.6,50,0
1264200,1264202.5,1.72,1360.79,2339.46,50,78.7,12.86,10.85,-2.2,3717.32,83.6,50,0
1264800,1264802.5,1.72,1364.6,2348.86,50,78.8,12.86,10.85,-2.23,3731.42,83.62,50,0
1265400,1265402.5,1.72,1368.42,2358.25,50,78.9,12.86,10.85,-2.27,3745.52,83.63,50,0
1266000,1266002.5,1.73,1372.23,2367.65,50,79,12.86,10.85,-2.3,3759.61,83.65,50,0
1266600,1266602.5,1.73,1376.04,2377.04,50,79.1,12.86,10.85,-2.33,3773.71,83.67,50,0
1267200,1267201.25,1.73,1382.95,2396.52,50,79.2,12.86,10.85,-2.38,3794.82,83.69,50,0
1267800,1267802.5,1.73,1383,2393.23,50,79.32,12.86,10.85,-2.4,3801.87,83.7,50,0
1268400,1268402.5,1.73,1386.14,2399.97,50,79.43,12.86,10.85,-2.5,3807.7,83.75,50,0
1269000,1269002.5,1.73,1389.28,2406.72,50,79.55,12.86,10.85,-2.6,3813.53,83.8,50,0
1269600,1269602.5,1.73,1392.42,2413.47,50,79.67,12.86,10.85,-2.7,3819.37,83.85,50,0
1270200,1270202.5,1.73,1395.55,2420.21,50,79.78,12.86,10.85,-2.8,3825.2,83.9,50,0
1270800,1270801.25,1.75,1409.35,2461.77,50,79.9,12.86,10.85,-2.95,3833.94,83.98,50,0
1271400,1271402.5,1.74,1403.04,2440.59,50,79.92,12.86,10.85,-3,3836.93,84,50,0
1272000,1272002.5,1.74,1407.48,2454.54,50,79.93,12.86,10.85,-3.12,3856.64,84.06,50,0
1272600,1272602.5,1.75,1411.91,2468.5,50,79.95,12.86,10.85,-3.23,3876.34,84.12,50,0
1273200,1273202.5,1.75,1416.34,2482.45,50,79.97,12.86,10.85,-3.35,3896.05,84.18,50,0
1273800,1273802.5,1.76,1420.75,2496.4,50,79.98,12.86,10.85,-3.47,3915.76,84.23,50,0
1274400,1274401.25,1.76,1425.36,2511.03,50,80,12.86,10.85,-3.64,3945.28,84.32,50,0
1275000,1275002.5,1.77,1431.66,2531,50,80.03,12.86,10.85,-3.7,3955.22,84.35,50,0
1275600,1275602.5,1.77,1438.13,2551.6,50,80.05,12.86,10.85,-3.72,3985.58,84.36,50,0
1276200,1276202.5,1.78,1444.58,2572.2,50,80.08,12.86,10.85,-3.73,4015.94,84.37,50,0
1276800,1276802.5,1.79,1451.02,2592.79,50,80.1,12.86,10.85,-3.75,4046.3,84.38,50,0
1277400,1277701.25,1.8,1461.41,2626.31,50,80.14,12.86,10.85,-3.78,4091.84,84.39,50,0
1278000,1278002.5,1.8,1463.81,2633.95,50,80.15,12.86,10.85,-3.8,4137.25,84.4,50,0
1278600,1278602.5,1.81,1469.55,2652.64,50,80.17,12.86,10.85,-3.8,4137.36,84.4,50,0
1279200,1279202.5,1.81,1475.26,2671.33,50,80.18,12.86,10.85,-3.82,4163.81,84.41,50,0
1279800,1279802.5,1.82,1480.96,2690.01,50,80.2,12.86,10.85,-3.83,4190.25,84.42,50,0
1280400,1280402.5,1.82,1486.65,2708.69,50,80.22,12.86,10.85,-3.85,4216.69,84.43,50,0
1281000,1281301.25,1.83,1495.4,2737.6,50,80.24,12.86,10.85,-3.88,4256.36,84.44,50,0
1281600,1281602.62,1.83,1497.96,2746.01,50,80.25,12.86,10.85,-3.9,4295.91,84.45,50,0
1282200,1282202.62,1.83,1499.45,2750.55,50,80.27,12.86,10.85,-3.9,4295.92,84.45,50,0
1282800,1282802.62,1.84,1500.94,2755.08,50,80.28,12.86,10.85,-3.93,4297.9,84.47,50,0
1283400,1283402.62,1.84,1502.43,2759.61,50,80.3,12.86,10.85,-3.97,4299.88,84.48,50,0
1284000,1284002.62,1.84,1503.92,2764.14,50,80.32,12.86,10.85,-4,4301.86,84.5,50,0
1284600,1284901.25,1.84,1509.43,2782.13,50,80.34,12.86,10.85,-4.05,4304.83,84.53,50,0
1285200,1285202.62,1.84,1506.89,2773.15,50,80.35,12.86,10.85,-4.1,4307.79,84.55,50,0
1285800,1285802.62,1.84,1502.95,2759.15,50,80.37,12.86,10.86,-4.1,4307.67,84.55,50,0
1286400,1286402.62,1.83,1499.01,2745.18,50,80.38,12.86,10.86,-4.12,4278.33,84.56,50,0
1287000,1287002.62,1.83,1495.06,2731.21,50,80.4,12.86,10.86,-4.13,4248.99,84.57,50,0
1287600,1287602.62,1.82,1491.1,2717.24,50,80.42,12.86,10.86,-4.15,4219.65,84.58,50,0
1288200,1288501.25,1.82,1486.49,2700.87,50,80.44,12.86,10.86,-4.18,4175.63,84.59,50,0
1288800,1288802.62,1.81,1483.14,2689.28,50,80.45,12.86,10.86,-4.2,4131.75,84.6,50,0
1289400,1289402.62,1.8,1472.64,2653.46,50,80.47,12.86,10.87,-4.2,4131.47,84.6,50,0
1290000,1290002.62,1.79,1462.1,2617.71,50,80.48,12.86,10.87,-4.22,4066.23,84.61,50,0
1290600,1290602.62,1.78,1451.5,2581.96,50,80.5,12.86,10.87,-4.23,4001,84.62,50,0
1291200,1291202.62,1.77,1440.83,2546.2,50,80.52,12.86,10.87,-4.25,3935.76,84.63,50,0
1291800,1292101.25,1.75,1425.23,2494.32,50,80.54,12.86,10.87,-4.28,3837.9,84.64,50,0
1292400,1292402.62,1.74,1419.31,2474.77,50,80.55,12.86,10.87,-4.3,3740.33,84.65,50,0
1293000,1293002.62,1.73,1409.07,2440.83,50,80.58,12.86,10.87,-4.3,3740.07,84.65,50,0
1293600,1293602.62,1.72,1398.78,2406.93,50,80.6,12.86,10.87,-4.32,3678.8,84.66,50,0
1294200,1294202.62,1.71,1388.43,2373.03,50,80.63,12.86,10.87,-4.33,3617.54,84.67,50,0
1294800,1294802.62,1.7,1378,2339.13,50,80.65,12.86,10.87,-4.35,3556.27,84.68,50,0
1295400,1295701.25,1.68,1362.38,2288.77,50,80.69,12.86,10.87,-4.38,3464.38,84.69,50,0
1296000,1296002.62,1.67,1356.93,2271.28,50,80.7,12.85,10.87,-4.4,3372.75,84.7,50,0
1296600,1296602.62,1.68,1357.75,2274.75,50,80.67,12.85,10.85,-4.4,3372.77,84.7,50,0
1297200,1297202.62,1.68,1358.56,2278.21,50,80.63,12.85,10.85,-4.38,3376.99,84.69,50,0
1297800,1297802.62,1.68,1359.38,2281.68,50,80.6,12.85,10.85,-4.37,3381.21,84.68,50,0
1298400,1298402.62,1.68,1360.19,2285.14,50,80.57,12.85,10.85,-4.35,3385.43,84.67,50,0
1299000,1299002.62,1.68,1361,2288.61,50,80.53,12.85,10.85,-4.33,3389.65,84.67,50,0
1299600,1299601.25,1.67,1353.23,2265.12,50,80.5,12.85,10.85,-4.31,3395.97,84.65,50,0
1300200,1300202.62,1.68,1360.24,2288.26,50,80.46,12.85,10.86,-4.3,3398.05,84.65,50,0
1300800,1300802.62,1.68,1358.69,2284.52,50,80.42,12.85,10.86,-4.28,3392.78,84.64,50,0
1301400,1301402.62,1.68,1357.14,2280.77,50,80.37,12.85,10.86,-4.27,3387.5,84.63,50,0
1302000,1302002.62,1.68,1355.59,2277.02,50,80.33,12.85,10.86,-4.25,3382.23,84.62,50,0
1302600,1302602.62,1.68,1354.03,2273.27,50,80.29,12.85,10.86,-4.23,3376.95,84.62,50,0
1303200,1303201.25,1.68,1351.89,2267.66,50,80.25,12.85,10.86,-4.21,3369.05,84.6,50,0
1303800,1303802.62,1.68,1355.43,2279.94,50,80.21,12.85,10.85,-4.2,3366.5,84.6,50,0
1304400,1304402.62,1.69,1358.35,2290.29,50,80.17,12.85,10.85,-4.18,3383.52,84.59,50,0
1305000,1305002.62,1.69,1361.26,2300.64,50,80.12,12.85,10.85,-4.17,3400.55,84.58,50,0
1305600,1305602.62,1.69,1364.16,2310.99,50,80.08,12.85,10.85,-4.15,3417.57,84.57,50,0
1306200,1306202.62,1.7,1367.05,2321.34,50,80.04,12.85,10.85,-4.13,3434.6,84.57,50,0
1306800,1306801.25,1.7,1368.41,2326.81,50,80,12.85,10.85,-4.11,3460.1,84.55,50,0
1307400,1307402.62,1.7,1370.56,2334.59,50,79.97,12.85,10.85,-4.1,3468.6,84.55,50,0
1308000,1308002.62,1.7,1371.18,2337.5,50,79.93,12.85,10.85,-4.1,3473.55,84.55,50,0
1308600,1308602.62,1.71,1371.79,2340.41,50,79.9,12.85,10.85,-4.1,3478.5,84.55,50,0
1309200,1309202.62,1.71,1372.41,2343.32,50,79.87,12.85,10.85,-4.1,3483.44,84.55,50,0
1309800,1309802.62,1.71,1373.02,2346.23,50,79.83,12.85,10.85,-4.1,3488.39,84.55,50,0
1310400,1310401.25,1.71,1373.01,2347.14,50,79.8,12.85,10.85,-4.1,3495.8,84.55,50,0
1311000,1311002.62,1.72,1382.81,2379.27,50,79.77,12.85,10.84,-4.1,3498.48,84.55,50,0
1311600,1311602.62,1.73,1391.88,2409.26,50,79.75,12.85,10.84,-4.08,3546.91,84.54,50,0
1312200,1312202.62,1.74,1400.9,2439.25,50,79.72,12.85,10.84,-4.07,3595.35,84.53,50,0
1312800,1312802.62,1.75,1409.87,2469.24,50,79.7,12.85,10.84,-4.05,3643.79,84.52,50,0
1313400,1313402.62,1.76,1418.78,2499.23,50,79.67,12.85,10.84,-4.03,3692.23,84.52,50,0
1314000,1314001.25,1.77,1427.4,2528.39,50,79.65,12.85,10.84,-4.01,3764.77,84.5,50,0
1314600,1314602.62,1.79,1443.58,2582.85,50,79.62,12.85,10.83,-4,3789.27,84.5,50,0
1315200,1315202.62,1.81,1459.33,2636.39,50,79.6,12.85,10.83,-3.98,3877.32,84.49,50,0
1315800,1315802.62,1.82,1474.94,2689.92,50,79.57,12.85,10.83,-3.97,3965.37,84.48,50,0
1316400,1316402.62,1.84,1490.42,2743.45,50,79.55,12.85,10.83,-3.95,4053.41,84.47,50,0
1317000,1317002.62,1.86,1505.76,2796.98,50,79.52,12.85,10.83,-3.93,4141.46,84.47,50,0
1317600,1317601.25,1.87,1520.6,2849.21,50,79.5,12.85,10.83,-3.91,4273.34,84.45,50,0
1318200,1318202.62,1.89,1536.23,2904.36,50,79.48,12.85,10.83,-3.9,4317.57,84.45,50,0
1318800,1318802.62,1.91,1551.37,2958.2,50,79.47,12.85,10.83,-3.88,4408.88,84.44,49.71,0
1319400,1319402.62,1.92,1566.39,3012.02,50,79.45,12.85,10.83,-3.87,4500.19,84.43,49.43,0
1320000,1320002.62,1.94,1581.29,3065.85,50,79.43,12.85,10.83,-3.85,4591.5,84.42,49.15,0
1320600,1320901.25,1.96,1602.52,3143.27,50,79.41,12.85,10.83,-3.82,4728.47,84.41,48.72,0
1321200,1321202.62,1.97,1610.66,3173.11,50,79.4,12.85,10.83,-3.8,4865.03,84.4,48.3,0
1321800,1321802.62,1.97,1614.36,3187.55,50,79.37,12.85,10.84,-3.8,4865.15,84.4,48.3,0
1322400,1322402.62,1.98,1618.01,3201.8,50,79.35,12.85,10.85,-3.78,4892.4,84.39,48.08,0
1323000,1323002.62,1.98,1621.64,3216.06,50,79.32,12.85,10.85,-3.77,4919.65,84.38,47.87,0
1323600,1323602.62,1.99,1625.27,3230.31,50,79.3,12.85,10.85,-3.75,4946.9,84.37,47.66,0
1324200,1324501.25,1.99,1628.43,3243.37,50,79.26,12.85,10.85,-3.72,4987.78,84.36,47.34,0
1324800,1324802.62,2,1632.45,3258.65,50,79.25,12.85,10.85,-3.7,5028.53,84.35,47.02,0
1325400,1325402.62,1.99,1624.85,3231.43,50,79.23,12.85,10.86,-3.7,5028.35,84.35,47.02,0
1326000,1326002.62,1.98,1617.23,3204.2,50,79.22,12.85,10.87,-3.68,4987.51,84.34,47.32,0
1326600,1326602.62,1.97,1609.59,3176.97,50,79.2,12.85,10.87,-3.67,4946.66,84.33,47.62,0
1327200,1327202.62,1.97,1601.92,3149.74,50,79.18,12.85,10.87,-3.65,4905.82,84.32,47.92,0
1327800,1328101.25,1.95,1590.13,3107.99,50,79.16,12.85,10.87,-3.62,4844.55,84.31,48.36,0
1328400,1328402.62,1.95,1586.31,3094.56,50,79.15,12.85,10.87,-3.6,4783.47,84.3,48.81,0
1329000,1329002.62,1.94,1569.58,3041.62,50,78.96,12.85,10.88,-3.6,4783.12,84.3,48.81,0
1329600,1329602.62,1.92,1552.77,2988.69,50,78.77,12.85,10.88,-3.53,4705.98,84.27,49.01,0
1330200,1330202.62,1.91,1535.9,2935.75,50,78.57,12.85,10.88,-3.47,4628.83,84.23,49.21,0
1330800,1330802.62,1.9,1518.96,2882.82,50,78.38,12.85,10.88,-3.4,4551.68,84.2,49.4,0
1331400,1331701.25,1.88,1492.04,2798.74,50,78.1,12.85,10.88,-3.3,4435.96,84.15,49.7,0
1332000,1332002.62,1.87,1484.84,2776.98,50,78,12.85,10.88,-3.2,4320.58,84.1,50,0
1332600,1332602.62,1.86,1469.77,2730.75,50,77.82,12.85,10.88,-3.2,4320.3,84.1,50,0
1333200,1333202.62,1.85,1454.61,2684.47,50,77.65,12.85,10.87,-3.15,4257.23,84.07,50,0
1333800,1333802.62,1.83,1439.39,2638.18,50,77.47,12.85,10.87,-3.1,4194.16,84.05,50,0
1334400,1334402.62,1.82,1424.1,2591.89,50,77.3,12.85,10.87,-3.05,4131.09,84.02,50,0
1335000,1335301.25,1.8,1400.29,2519.99,50,77.04,12.85,10.87,-2.97,4036.49,83.99,50,0
1335600,1335602.62,1.79,1393.35,2499.49,50,76.95,12.85,10.87,-2.9,3942.16,83.95,50,0
1336200,1336202.62,1.78,1381.32,2463.75,50,76.81,12.85,10.87,-2.9,3941.97,83.95,50,0
1336800,1336802.62,1.77,1369.25,2428.02,50,76.67,12.85,10.87,-2.85,3897.89,83.92,50,0
1337400,1337402.62,1.76,1357.13,2392.28,50,76.52,12.85,10.87,-2.8,3853.82,83.9,50,0
1338000,1338002.62,1.75,1344.96,2356.55,50,76.38,12.85,10.87,-2.75,3809.75,83.87,50,0
1338600,1338602.62,1.74,1332.74,2320.81,50,76.24,12.85,10.87,-2.7,3765.68,83.85,50,0
1339200,1339201.25,1.72,1315.59,2269.24,50,76.1,12.85,10.87,-2.62,3699.67,83.81,50,0
1339800,1339802.62,1.72,1309.87,2253.93,50,75.99,12.85,10.87,-2.6,3677.57,83.8,50,0
1340400,1340402.62,1.71,1299.19,2222.65,50,75.88,12.85,10.87,-2.57,3640.76,83.78,50,0
1341000,1341002.62,1.7,1288.46,2191.37,50,75.77,12.85,10.87,-2.53,3603.95,83.77,50,0
1341600,1341602.62,1.69,1277.68,2160.09,50,75.67,12.85,10.87,-2.5,3567.15,83.75,50,0
1342200,1342202.62,1.68,1266.86,2128.81,50,75.56,12.85,10.87,-2.47,3530.34,83.73,50,0
1342800,1342801.25,1.67,1255.31,2095.38,50,75.45,12.85,10.87,-2.42,3475.22,83.71,50,0
1343400,1343402.62,1.66,1248.67,2076.59,50,75.37,12.85,10.86,-2.4,3456.8,83.7,50,0
1344000,1344002.75,1.66,1241.27,2055.49,50,75.3,12.85,10.86,-2.05,3435.5,83.52,50,0
1344600,1344602.75,1.65,1233.85,2034.39,50,75.22,12.85,10.86,-1.7,3414.21,83.35,50,0
1345200,1345202.75,1.64,1226.4,2013.29,50,75.15,12.85,10.86,-1.35,3392.91,83.17,50,0
1345800,1345802.75,1.63,1218.93,1992.19,50,75.07,12.85,10.86,-1,3371.62,83,50,0
1346400,1346401.38,1.63,1210.17,1967.17,50,75,12.85,10.86,-0.47,3339.72,82.74,50,0
1347000,1347002.75,1.62,1208.71,1961.62,50,75.04,12.85,10.86,-0.3,3329.09,82.65,50,0
1347600,1347602.75,1.62,1205.82,1951.69,50,75.08,12.85,10.86,-0.1,3323.09,82.55,50,0
1348200,1348202.75,1.61,1202.92,1941.77,50,75.13,12.85,10.86,0.1,3317.1,82.45,50,0
1348800,1348802.75,1.61,1200.01,1931.85,50,75.17,12.85,10.86,0.3,3311.1,82.35,50,0
1349400,1349402.75,1.61,1197.09,1921.93,50,75.21,12.85,10.86,0.5,3305.1,82.25,50,0
1350000,1350001.38,1.6,1196.62,1919.48,50,75.25,12.85,10.86,0.8,3296.11,82.1,50,0
1350600,1350602.75,1.6,1190.1,1900.8,50,75.21,12.85,10.86,0.9,3293.1,82.05,50,0
1351200,1351202.75,1.59,1186.14,1889.88,50,75.17,12.85,10.86,0.98,3286.09,82.01,50,0
1351800,1351802.75,1.59,1182.16,1878.96,50,75.12,12.85,10.86,1.07,3279.09,81.97,50,0
1352400,1352402.75,1.59,1178.19,1868.05,50,75.08,12.85,10.86,1.15,3272.09,81.92,50,0
1353000,1353002.75,1.58,1174.2,1857.14,50,75.04,12.85,10.86,1.23,3265.08,81.88,50,0
1353600,1353601.38,1.58,1169.98,1845.52,50,75,12.85,10.86,1.36,3254.59,81.82,50,0
1354200,1354202.75,1.58,1171.31,1847.69,50,75.08,12.85,10.85,1.4,3251.17,81.8,50,0
1354800,1354802.75,1.58,1172.27,1848.7,50,75.15,12.85,10.85,1.35,3264.95,81.83,50,0
1355400,1355402.75,1.58,1173.22,1849.7,50,75.23,12.85,10.85,1.3,3278.73,81.85,50,0
1356000,1356002.75,1.58,1174.16,1850.71,50,75.3,12.85,10.85,1.25,3292.5,81.88,50,0
1356600,1356602.75,1.58,1175.11,1851.71,50,75.38,12.85,10.85,1.2,3306.28,81.9,50,0
1357200,1357201.38,1.58,1179.48,1862.96,50,75.45,12.85,10.85,1.12,3326.92,81.94,50,0
1357800,1357802.75,1.58,1180.65,1865.61,50,75.48,12.85,10.85,1.1,3333.96,81.95,50,0
1358400,1358402.75,1.58,1185.26,1878.58,50,75.52,12.85,10.85,0.98,3374.58,82.01,50,0
1359000,1359002.75,1.59,1189.86,1891.55,50,75.55,12.85,10.85,0.87,3415.2,82.07,50,0
1359600,1359602.75,1.59,1194.45,1904.53,50,75.58,12.85,10.85,0.75,3455.81,82.13,50,0
1360200,1360501.38,1.6,1201.88,1925.71,50,75.63,12.85,10.85,0.57,3516.74,82.21,50,0
1360800,1360802.75,1.6,1203.6,1930.51,50,75.65,12.85,10.85,0.4,3577.48,82.3,50,0
1361400,1361402.75,1.61,1205.82,1936.17,50,75.69,12.85,10.85,0.4,3577.58,82.3,50,0
1362000,1362002.75,1.61,1208.05,1941.87,50,75.73,12.85,10.85,0.4,3600.35,82.3,50,0
1362600,1362602.75,1.61,1210.27,1947.57,50,75.78,12.85,10.85,0.4,3623.11,82.3,50,0
1363200,1363202.75,1.61,1212.49,1953.27,50,75.82,12.85,10.85,0.4,3645.87,82.3,50,0
1363800,1364101.38,1.62,1221.62,1979.58,50,75.88,12.85,10.85,0.4,3680.01,82.3,50,0
1364400,1364402.75,1.61,1216.93,1964.67,50,75.9,12.85,10.85,0.4,3714.05,82.3,50,0
1365000,1365002.75,1.61,1215.95,1960.83,50,75.93,12.85,10.86,0.4,3714.05,82.3,50,0
1365600,1365602.75,1.61,1214.99,1957.06,50,75.97,12.85,10.86,0.38,3713.27,82.31,50,0
1366200,1366202.75,1.61,1214.03,1953.29,50,76,12.85,10.86,0.37,3712.48,82.32,50,0
1366800,1366802.75,1.61,1213.07,1949.52,50,76.03,12.85,10.86,0.35,3711.7,82.33,50,0
1367400,1367701.38,1.61,1212.7,1947.15,50,76.08,12.85,10.86,0.32,3710.53,82.34,50,0
1368000,1368002.75,1.6,1211.18,1942.11,50,76.1,12.85,10.85,0.3,3709.36,82.35,50,0
1368600,1368602.75,1.61,1214.68,1951.89,50,76.13,12.85,10.85,0.3,3709.49,82.35,50,0
1369200,1369202.75,1.61,1218.2,1961.73,50,76.17,12.85,10.85,0.28,3738.65,82.36,50,0
1369800,1369802.75,1.61,1221.72,1971.57,50,76.2,12.85,10.85,0.27,3767.8,82.37,50,0
1370400,1370402.75,1.62,1225.23,1981.42,50,76.23,12.85,10.85,0.25,3796.96,82.38,50,0
1371000,1371301.38,1.62,1231.54,1999.45,50,76.28,12.85,10.85,0.22,3840.69,82.39,50,0
1371600,1371602.75,1.62,1232.24,2001.15,50,76.3,12.85,10.85,0.2,3884.3,82.4,50,0
1372200,1372202.75,1.63,1234.24,2006.4,50,76.33,12.85,10.85,0.2,3884.37,82.4,50,0
1372800,1372802.75,1.63,1236.25,2011.71,50,76.37,12.85,10.85,0.18,3901.09,82.41,50,0
